Trading order;Time;Price;+/-;Volumn;Order;Date
2353;10:49:29;1.220;2;0,056;B;07/07/2022
2352;10:49:24;1.220;2;0,137;B;07/07/2022
2351;10:49:20;1.220,30;2,3;0,109;B;07/07/2022
2350;10:49:14;1.220,50;2,5;0,201;B;07/07/2022
2349;10:49:08;1.220,70;2,7;0,003;S;07/07/2022
2348;10:49:06;1.220,70;2,7;0,019;S;07/07/2022
2347;10:49:04;1.220,50;2,5;0,023;B;07/07/2022
2346;10:49:02;1.220,50;2,5;0,025;B;07/07/2022
2345;10:48:59;1.220,60;2,6;0,003;S;07/07/2022
2344;10:48:54;1.220,50;2,5;0,026;S;07/07/2022
2343;10:48:50;1.220,50;2,5;0,007;S;07/07/2022
2342;10:48:48;1.220,50;2,5;0,015;S;07/07/2022
2341;10:48:46;1.220,20;2,2;0,027;B;07/07/2022
2340;10:48:44;1.220,70;2,7;0,058;S;07/07/2022
2339;10:48:42;1.220,30;2,3;0,027;B;07/07/2022
2338;10:48:38;1.220,30;2,3;0,12;B;07/07/2022
2337;10:48:34;1.220,40;2,4;0,067;B;07/07/2022
2336;10:48:30;1.220,30;2,3;0,012;B;07/07/2022
2335;10:48:27;1.220,40;2,4;0,102;S;07/07/2022
2334;10:48:21;1.220,20;2,2;0,16;B;07/07/2022
2333;10:48:18;1.220,40;2,4;0,035;S;07/07/2022
2332;10:48:14;1.220,30;2,3;0,003;S;07/07/2022
2331;10:48:12;1.220,20;2,2;0,002;B;07/07/2022
2330;10:48:10;1.220,20;2,2;0,004;B;07/07/2022
2329;10:48:08;1.220,20;2,2;0,018;B;07/07/2022
2328;10:48:04;1.220,20;2,2;0,004;B;07/07/2022
2327;10:48:02;1.220,30;2,3;0,005;B;07/07/2022
2326;10:48:00;1.220,20;2,2;0,022;B;07/07/2022
2325;10:47:58;1.220,30;2,3;0,01;B;07/07/2022
2324;10:47:56;1.220,30;2,3;0,009;B;07/07/2022
2323;10:47:55;1.220,30;2,3;0,028;B;07/07/2022
2322;10:47:53;1.220,40;2,4;0,018;S;07/07/2022
2321;10:47:50;1.220,30;2,3;0,027;B;07/07/2022
2320;10:47:48;1.220,50;2,5;0,005;S;07/07/2022
2319;10:47:47;1.220,50;2,5;0,004;S;07/07/2022
2318;10:47:45;1.220,50;2,5;0,014;S;07/07/2022
2317;10:47:42;1.220,50;2,5;0,01;B;07/07/2022
2316;10:47:40;1.220,60;2,6;0,024;B;07/07/2022
2315;10:47:38;1.220,50;2,5;0,026;B;07/07/2022
2314;10:47:36;1.220,20;2,2;0,016;S;07/07/2022
2313;10:47:34;1.220,10;2,1;0,119;B;07/07/2022
2312;10:47:32;1.220,20;2,2;0,113;S;07/07/2022
2311;10:47:30;1.220,20;2,2;0,003;S;07/07/2022
2310;10:47:28;1.220,20;2,2;0,054;S;07/07/2022
2309;10:47:26;1.220,20;2,2;0,002;S;07/07/2022
2308;10:47:24;1.220,10;2,1;0,007;B;07/07/2022
2307;10:47:22;1.220,30;2,3;0,015;S;07/07/2022
2306;10:47:20;1.220;2;0,01;B;07/07/2022
2305;10:47:19;1.220,30;2,3;0,033;S;07/07/2022
2304;10:47:16;1.220,30;2,3;0,096;S;07/07/2022
2303;10:47:15;1.220,20;2,2;0,007;S;07/07/2022
2302;10:47:11;1.220,20;2,2;0,03;S;07/07/2022
2301;10:47:09;1.220,30;2,3;0,001;S;07/07/2022
2300;10:47:08;1.220,10;2,1;0,087;B;07/07/2022
2299;10:47:04;1.220,20;2,2;0,017;B;07/07/2022
2298;10:47:02;1.220,30;2,3;0,057;S;07/07/2022
2297;10:47:00;1.220,10;2,1;0,02;B;07/07/2022
2296;10:46:58;1.220;2;0,026;B;07/07/2022
2295;10:46:56;1.220,10;2,1;0,022;B;07/07/2022
2294;10:46:54;1.220,30;2,3;0,031;S;07/07/2022
2293;10:46:52;1.220,10;2,1;0,028;B;07/07/2022
2292;10:46:50;1.220,10;2,1;0,018;B;07/07/2022
2291;10:46:48;1.220;2;0,001;B;07/07/2022
2290;10:46:46;1.220;2;0,014;B;07/07/2022
2289;10:46:44;1.219,90;1,9;0,105;B;07/07/2022
2288;10:46:42;1.219,90;1,9;0,065;B;07/07/2022
2287;10:46:40;1.220;2;0,011;S;07/07/2022
2286;10:46:38;1.220;2;0,003;S;07/07/2022
2285;10:46:36;1.220;2;0,077;S;07/07/2022
2284;10:46:34;1.220;2;0,158;B;07/07/2022
2283;10:46:32;1.220,20;2,2;0,006;S;07/07/2022
2282;10:46:30;1.220,20;2,2;0,015;S;07/07/2022
2281;10:46:28;1.220,10;2,1;0,018;B;07/07/2022
2280;10:46:26;1.220,20;2,2;0,001;B;07/07/2022
2279;10:46:24;1.220;2;0,026;B;07/07/2022
2278;10:46:22;1.220,10;2,1;0,012;B;07/07/2022
2277;10:46:20;1.220,20;2,2;0,054;S;07/07/2022
2276;10:46:18;1.220,10;2,1;0,084;B;07/07/2022
2275;10:46:16;1.220;2;0,079;B;07/07/2022
2274;10:46:12;1.220;2;0,012;B;07/07/2022
2273;10:46:08;1.220;2;0,125;B;07/07/2022
2272;10:46:07;1.220,10;2,1;0,054;B;07/07/2022
2271;10:46:05;1.220;2;0,289;S;07/07/2022
2270;10:46:03;1.220;2;0,057;B;07/07/2022
2269;10:46:01;1.220;2;0,1;B;07/07/2022
2268;10:45:59;1.220;2;0,005;S;07/07/2022
2267;10:45:56;1.219,90;1,9;0,008;B;07/07/2022
2266;10:45:54;1.219,90;1,9;0,009;B;07/07/2022
2265;10:45:52;1.220;2;0,106;S;07/07/2022
2264;10:45:50;1.219,90;1,9;0,037;B;07/07/2022
2263;10:45:48;1.219,90;1,9;0,025;B;07/07/2022
2262;10:45:46;1.220;2;0,044;S;07/07/2022
2261;10:45:44;1.220;2;0,004;S;07/07/2022
2260;10:45:42;1.220;2;0,006;B;07/07/2022
2259;10:45:40;1.220,10;2,1;0,178;B;07/07/2022
2258;10:45:38;1.220,10;2,1;0,011;B;07/07/2022
2257;10:45:36;1.220,10;2,1;0,006;B;07/07/2022
2256;10:45:34;1.220,20;2,2;0,053;S;07/07/2022
2255;10:45:30;1.220,10;2,1;0,162;B;07/07/2022
2254;10:45:22;1.220,20;2,2;0,188;B;07/07/2022
2253;10:45:20;1.220,30;2,3;0,025;S;07/07/2022
2252;10:45:18;1.220,20;2,2;0,122;B;07/07/2022
2251;10:45:14;1.220,10;2,1;0,041;B;07/07/2022
2250;10:45:10;1.220,20;2,2;0,02;S;07/07/2022
2249;10:45:08;1.220;2;0,015;S;07/07/2022
2248;10:45:06;1.220;2;0,079;B;07/07/2022
2247;10:45:04;1.220;2;0,089;B;07/07/2022
2246;10:45:02;1.220;2;0,163;B;07/07/2022
2245;10:44:58;1.220;2;0,11;B;07/07/2022
2244;10:44:53;1.220,20;2,2;0,041;B;07/07/2022
2243;10:44:50;1.220,20;2,2;0,136;B;07/07/2022
2242;10:44:46;1.220,30;2,3;0,047;S;07/07/2022
2241;10:44:42;1.220,30;2,3;0,091;S;07/07/2022
2240;10:44:38;1.220,30;2,3;0,031;S;07/07/2022
2239;10:44:34;1.220,30;2,3;0,04;S;07/07/2022
2238;10:44:30;1.220,30;2,3;0,101;B;07/07/2022
2237;10:44:24;1.220,50;2,5;0,115;B;07/07/2022
2236;10:44:20;1.220,40;2,4;0,05;B;07/07/2022
2235;10:44:18;1.220,40;2,4;0,045;B;07/07/2022
2234;10:44:15;1.220,40;2,4;0,008;S;07/07/2022
2233;10:44:14;1.220,40;2,4;0,097;S;07/07/2022
2232;10:44:12;1.220,70;2,7;0,012;S;07/07/2022
2231;10:44:10;1.220,60;2,6;0,021;S;07/07/2022
2230;10:44:08;1.220,70;2,7;0,02;S;07/07/2022
2229;10:44:06;1.220,70;2,7;0,107;B;07/07/2022
2228;10:44:04;1.220,60;2,6;0,095;B;07/07/2022
2227;10:44:02;1.220,60;2,6;0,01;B;07/07/2022
2226;10:44:00;1.220,70;2,7;0,056;B;07/07/2022
2225;10:43:58;1.220,60;2,6;0,019;S;07/07/2022
2224;10:43:56;1.220,60;2,6;0,044;B;07/07/2022
2223;10:43:54;1.220,70;2,7;0,014;B;07/07/2022
2222;10:43:52;1.220,70;2,7;0,083;B;07/07/2022
2221;10:43:50;1.220,60;2,6;0,031;B;07/07/2022
2220;10:43:48;1.220,60;2,6;0,037;B;07/07/2022
2219;10:43:46;1.220,80;2,8;0,009;S;07/07/2022
2218;10:43:44;1.220,80;2,8;0,015;S;07/07/2022
2217;10:43:43;1.220,80;2,8;0,083;B;07/07/2022
2216;10:43:40;1.220,80;2,8;0,01;B;07/07/2022
2215;10:43:39;1.220,80;2,8;0,08;B;07/07/2022
2214;10:43:36;1.220,80;2,8;0,019;B;07/07/2022
2213;10:43:34;1.220,80;2,8;0,005;B;07/07/2022
2212;10:43:32;1.220,80;2,8;0,023;B;07/07/2022
2211;10:43:30;1.220,80;2,8;0,021;B;07/07/2022
2210;10:43:28;1.220,80;2,8;0,028;B;07/07/2022
2209;10:43:26;1.220,80;2,8;0,005;B;07/07/2022
2208;10:43:24;1.220,80;2,8;0,084;B;07/07/2022
2207;10:43:22;1.221;3;0,019;S;07/07/2022
2206;10:43:20;1.220,90;2,9;0,104;B;07/07/2022
2205;10:43:18;1.221;3;0,024;S;07/07/2022
2204;10:43:16;1.220,80;2,8;0,022;B;07/07/2022
2203;10:43:14;1.220,80;2,8;0,161;B;07/07/2022
2202;10:43:12;1.221;3;0,065;B;07/07/2022
2201;10:43:10;1.221;3;0,06;B;07/07/2022
2200;10:43:08;1.221;3;0,071;B;07/07/2022
2199;10:43:06;1.221,10;3,1;0,063;S;07/07/2022
2198;10:43:05;1.221;3;0,018;B;07/07/2022
2197;10:43:03;1.221;3;0,053;B;07/07/2022
2196;10:42:58;1.221,10;3,1;0,062;B;07/07/2022
2195;10:42:56;1.221,10;3,1;0,013;B;07/07/2022
2194;10:42:54;1.221,10;3,1;0,026;B;07/07/2022
2193;10:42:52;1.221,10;3,1;0,074;B;07/07/2022
2192;10:42:48;1.221,10;3,1;0,068;B;07/07/2022
2191;10:42:44;1.221,40;3,4;0,024;S;07/07/2022
2190;10:42:40;1.221,30;3,3;0,056;B;07/07/2022
2189;10:42:36;1.221,50;3,5;0,043;S;07/07/2022
2188;10:42:32;1.221,40;3,4;0,099;B;07/07/2022
2187;10:42:28;1.221,50;3,5;0,04;S;07/07/2022
2186;10:42:24;1.221,50;3,5;0,089;S;07/07/2022
2185;10:42:18;1.221,50;3,5;0,001;B;07/07/2022
2184;10:42:16;1.221,50;3,5;0,036;B;07/07/2022
2183;10:42:14;1.221,40;3,4;0,063;B;07/07/2022
2182;10:42:12;1.221,50;3,5;0,009;B;07/07/2022
2181;10:42:08;1.221,70;3,7;0,005;S;07/07/2022
2180;10:42:06;1.221,50;3,5;0,027;B;07/07/2022
2179;10:42:04;1.221,50;3,5;0,003;B;07/07/2022
2178;10:42:02;1.221,50;3,5;0,035;B;07/07/2022
2177;10:42:00;1.221,50;3,5;0,008;S;07/07/2022
2176;10:41:59;1.221,50;3,5;0,068;B;07/07/2022
2175;10:41:56;1.221,50;3,5;0,025;B;07/07/2022
2174;10:41:54;1.221,50;3,5;0,027;B;07/07/2022
2173;10:41:52;1.221,50;3,5;0,16;B;07/07/2022
2172;10:41:51;1.221,60;3,6;0,023;S;07/07/2022
2171;10:41:48;1.221,50;3,5;0,03;B;07/07/2022
2170;10:41:46;1.221,60;3,6;0,019;B;07/07/2022
2169;10:41:44;1.221,70;3,7;0,02;B;07/07/2022
2168;10:41:42;1.221,80;3,8;0,002;S;07/07/2022
2167;10:41:40;1.221,80;3,8;0,057;B;07/07/2022
2166;10:41:38;1.221,90;3,9;0,013;B;07/07/2022
2165;10:41:37;1.221,80;3,8;0,016;B;07/07/2022
2164;10:41:33;1.222;4;0,012;S;07/07/2022
2163;10:41:31;1.222,10;4,1;0,038;B;07/07/2022
2162;10:41:29;1.222;4;0,094;B;07/07/2022
2161;10:41:27;1.222,10;4,1;0,046;S;07/07/2022
2160;10:41:25;1.222,10;4,1;0,004;S;07/07/2022
2159;10:41:23;1.222;4;0,082;B;07/07/2022
2158;10:41:20;1.221,80;3,8;0,004;B;07/07/2022
2157;10:41:18;1.221,90;3,9;0,04;S;07/07/2022
2156;10:41:16;1.221,70;3,7;0,044;S;07/07/2022
2155;10:41:14;1.221,50;3,5;0,027;B;07/07/2022
2154;10:41:11;1.221,70;3,7;0,083;S;07/07/2022
2153;10:41:09;1.221,50;3,5;0,134;S;07/07/2022
2152;10:41:08;1.221,30;3,3;0,019;B;07/07/2022
2151;10:41:06;1.221,50;3,5;0,053;S;07/07/2022
2150;10:41:04;1.221,40;3,4;0,002;S;07/07/2022
2149;10:41:02;1.221,30;3,3;0,07;B;07/07/2022
2148;10:41:00;1.221,20;3,2;0,035;B;07/07/2022
2147;10:40:58;1.221,30;3,3;0,012;S;07/07/2022
2146;10:40:56;1.221,20;3,2;0,004;B;07/07/2022
2145;10:40:54;1.221,20;3,2;0,004;B;07/07/2022
2144;10:40:52;1.221,30;3,3;0,054;S;07/07/2022
2143;10:40:50;1.221,30;3,3;0,009;S;07/07/2022
2142;10:40:48;1.221,10;3,1;0,064;B;07/07/2022
2141;10:40:46;1.221,50;3,5;0,068;S;07/07/2022
2140;10:40:44;1.221,50;3,5;0,041;S;07/07/2022
2139;10:40:42;1.221,40;3,4;0,007;S;07/07/2022
2138;10:40:41;1.221,30;3,3;0,076;B;07/07/2022
2137;10:40:38;1.221,50;3,5;0,004;S;07/07/2022
2136;10:40:37;1.221,50;3,5;0,004;S;07/07/2022
2135;10:40:35;1.221,50;3,5;0,103;S;07/07/2022
2134;10:40:32;1.221,40;3,4;0,042;S;07/07/2022
2133;10:40:30;1.221,30;3,3;0,015;B;07/07/2022
2132;10:40:28;1.221,60;3,6;0,09;S;07/07/2022
2131;10:40:26;1.221,40;3,4;0,086;B;07/07/2022
2130;10:40:24;1.221,30;3,3;0,03;B;07/07/2022
2129;10:40:22;1.221,30;3,3;0,131;B;07/07/2022
2128;10:40:20;1.221,40;3,4;0,183;B;07/07/2022
2127;10:40:18;1.221,30;3,3;0,014;B;07/07/2022
2126;10:40:16;1.221,40;3,4;0,075;S;07/07/2022
2125;10:40:14;1.221,30;3,3;0,001;B;07/07/2022
2124;10:40:12;1.221,40;3,4;0,031;B;07/07/2022
2123;10:40:10;1.221,20;3,2;0,021;B;07/07/2022
2122;10:40:08;1.221,50;3,5;0,144;S;07/07/2022
2121;10:40:07;1.221,50;3,5;0,034;S;07/07/2022
2120;10:40:04;1.221,50;3,5;0,106;B;07/07/2022
2119;10:40:02;1.221,50;3,5;0,073;B;07/07/2022
2118;10:40:00;1.221,50;3,5;0,132;B;07/07/2022
2117;10:39:58;1.221,90;3,9;0,079;S;07/07/2022
2116;10:39:55;1.221,80;3,8;0,028;S;07/07/2022
2115;10:39:54;1.221,60;3,6;0,295;B;07/07/2022
2114;10:39:48;1.222;4;0,205;S;07/07/2022
2113;10:39:42;1.222;4;0,429;S;07/07/2022
2112;10:39:34;1.222;4;0,105;S;07/07/2022
2111;10:39:28;1.221,90;3,9;0,041;S;07/07/2022
2110;10:39:25;1.221,90;3,9;0,053;S;07/07/2022
2109;10:39:23;1.221,80;3,8;0,057;B;07/07/2022
2108;10:39:22;1.221,60;3,6;0,124;B;07/07/2022
2107;10:39:18;1.221,90;3,9;0,142;S;07/07/2022
2106;10:39:12;1.221,60;3,6;0,042;B;07/07/2022
2105;10:39:08;1.221,60;3,6;0,201;B;07/07/2022
2104;10:39:02;1.221,50;3,5;0,083;S;07/07/2022
2103;10:38:58;1.221,30;3,3;0,036;B;07/07/2022
2102;10:38:52;1.221,20;3,2;0,054;B;07/07/2022
2101;10:38:48;1.221,10;3,1;0,114;B;07/07/2022
2100;10:38:46;1.221,40;3,4;0,008;B;07/07/2022
2099;10:38:44;1.221,40;3,4;0,022;B;07/07/2022
2098;10:38:42;1.221,10;3,1;0,068;B;07/07/2022
2097;10:38:38;1.221,70;3,7;0,004;S;07/07/2022
2096;10:38:36;1.221,50;3,5;0,098;B;07/07/2022
2095;10:38:34;1.221,60;3,6;0,093;B;07/07/2022
2094;10:38:30;1.221,70;3,7;0,006;S;07/07/2022
2093;10:38:28;1.221,70;3,7;0,013;S;07/07/2022
2092;10:38:26;1.221,60;3,6;0,026;B;07/07/2022
2091;10:38:24;1.221,70;3,7;0,095;B;07/07/2022
2090;10:38:22;1.221,70;3,7;0,017;S;07/07/2022
2089;10:38:20;1.221,60;3,6;0,075;S;07/07/2022
2088;10:38:17;1.221,70;3,7;0,064;S;07/07/2022
2087;10:38:13;1.221,60;3,6;0,103;B;07/07/2022
2086;10:38:08;1.221,80;3,8;0,034;S;07/07/2022
2085;10:38:06;1.221,50;3,5;0,007;B;07/07/2022
2084;10:38:04;1.221,70;3,7;0,157;S;07/07/2022
2083;10:38:02;1.221,50;3,5;0,09;S;07/07/2022
2082;10:38:00;1.221,30;3,3;0,047;B;07/07/2022
2081;10:37:58;1.221,30;3,3;0,014;B;07/07/2022
2080;10:37:56;1.221,20;3,2;0,025;B;07/07/2022
2079;10:37:54;1.221,20;3,2;0,018;B;07/07/2022
2078;10:37:52;1.221,30;3,3;0,027;B;07/07/2022
2077;10:37:50;1.221,40;3,4;0,067;S;07/07/2022
2076;10:37:48;1.221,20;3,2;0,031;B;07/07/2022
2075;10:37:46;1.221,30;3,3;0,051;S;07/07/2022
2074;10:37:44;1.221,20;3,2;0,022;B;07/07/2022
2073;10:37:43;1.221,30;3,3;0,005;S;07/07/2022
2072;10:37:39;1.221;3;0,007;B;07/07/2022
2071;10:37:37;1.221;3;0,066;B;07/07/2022
2070;10:37:35;1.221;3;0,002;S;07/07/2022
2069;10:37:34;1.221;3;0,055;S;07/07/2022
2068;10:37:32;1.221;3;0,12;S;07/07/2022
2067;10:37:28;1.221;3;0,06;S;07/07/2022
2066;10:37:24;1.220,90;2,9;0,018;S;07/07/2022
2065;10:37:20;1.221;3;0,113;S;07/07/2022
2064;10:37:16;1.220,80;2,8;0,062;S;07/07/2022
2063;10:37:10;1.220,80;2,8;0,046;B;07/07/2022
2062;10:37:06;1.220,80;2,8;0,038;B;07/07/2022
2061;10:37:02;1.220,80;2,8;0,036;B;07/07/2022
2060;10:36:57;1.220,80;2,8;0,021;B;07/07/2022
2059;10:36:56;1.220,90;2,9;0,029;B;07/07/2022
2058;10:36:54;1.221;3;0,058;S;07/07/2022
2057;10:36:48;1.221;3;0,182;B;07/07/2022
2056;10:36:46;1.221,20;3,2;0,088;S;07/07/2022
2055;10:36:44;1.221;3;0,04;B;07/07/2022
2054;10:36:42;1.221;3;0,05;B;07/07/2022
2053;10:36:40;1.221;3;0,051;B;07/07/2022
2052;10:36:38;1.221;3;0,033;S;07/07/2022
2051;10:36:36;1.221,20;3,2;0,043;B;07/07/2022
2050;10:36:34;1.221,10;3,1;0,011;B;07/07/2022
2049;10:36:32;1.221;3;0,05;B;07/07/2022
2048;10:36:30;1.221,30;3,3;0,046;S;07/07/2022
2047;10:36:28;1.221,20;3,2;0,182;B;07/07/2022
2046;10:36:24;1.221,50;3,5;0,105;S;07/07/2022
2045;10:36:23;1.221,30;3,3;0,298;S;07/07/2022
2044;10:36:19;1.221,50;3,5;0,015;S;07/07/2022
2043;10:36:17;1.221,40;3,4;0,036;B;07/07/2022
2042;10:36:13;1.221,40;3,4;0,193;S;07/07/2022
2041;10:36:08;1.221,40;3,4;0,052;S;07/07/2022
2040;10:36:06;1.221,40;3,4;0,042;S;07/07/2022
2039;10:36:02;1.221,30;3,3;0,037;S;07/07/2022
2038;10:36:00;1.221,20;3,2;0,004;B;07/07/2022
2037;10:35:58;1.221,30;3,3;0,098;S;07/07/2022
2036;10:35:56;1.221;3;0,044;B;07/07/2022
2035;10:35:54;1.221;3;0,122;B;07/07/2022
2034;10:35:52;1.220,80;2,8;0,003;B;07/07/2022
2033;10:35:50;1.220,80;2,8;0,042;S;07/07/2022
2032;10:35:48;1.220,70;2,7;0,026;B;07/07/2022
2031;10:35:45;1.220,80;2,8;0,005;S;07/07/2022
2030;10:35:41;1.220,50;2,5;0,024;B;07/07/2022
2029;10:35:39;1.221;3;0,201;S;07/07/2022
2028;10:35:38;1.220,60;2,6;0,034;S;07/07/2022
2027;10:35:34;1.220,50;2,5;0,051;B;07/07/2022
2026;10:35:32;1.220,70;2,7;0,02;S;07/07/2022
2025;10:35:30;1.220,20;2,2;0,157;B;07/07/2022
2024;10:35:28;1.220,70;2,7;0,011;S;07/07/2022
2023;10:35:26;1.220,70;2,7;0,037;B;07/07/2022
2022;10:35:24;1.220,70;2,7;0,11;B;07/07/2022
2021;10:35:22;1.220,60;2,6;0,115;B;07/07/2022
2020;10:35:20;1.220,60;2,6;0,005;B;07/07/2022
2019;10:35:18;1.220,60;2,6;0,02;B;07/07/2022
2018;10:35:16;1.220,60;2,6;0,018;B;07/07/2022
2017;10:35:14;1.220,80;2,8;0,03;B;07/07/2022
2016;10:35:12;1.220,90;2,9;0,054;S;07/07/2022
2015;10:35:09;1.220,90;2,9;0,024;B;07/07/2022
2014;10:35:07;1.220,90;2,9;0,041;B;07/07/2022
2013;10:35:06;1.220,90;2,9;0,05;B;07/07/2022
2012;10:35:04;1.220,90;2,9;0,014;S;07/07/2022
2011;10:35:02;1.221;3;0,014;S;07/07/2022
2010;10:35:00;1.220,80;2,8;0,052;B;07/07/2022
2009;10:34:58;1.220,90;2,9;0,066;B;07/07/2022
2008;10:34:56;1.221,10;3,1;0,015;S;07/07/2022
2007;10:34:54;1.221;3;0,022;B;07/07/2022
2006;10:34:52;1.221,10;3,1;0,04;S;07/07/2022
2005;10:34:50;1.221;3;0,013;S;07/07/2022
2004;10:34:48;1.220,90;2,9;0,035;B;07/07/2022
2003;10:34:46;1.221,30;3,3;0,162;S;07/07/2022
2002;10:34:44;1.221,20;3,2;0,216;S;07/07/2022
2001;10:34:42;1.221,10;3,1;0,072;B;07/07/2022
2000;10:34:40;1.221,30;3,3;0,109;B;07/07/2022
1999;10:34:38;1.221,20;3,2;0,056;B;07/07/2022
1998;10:34:36;1.221,20;3,2;0,042;B;07/07/2022
1997;10:34:34;1.221,30;3,3;0,33;S;07/07/2022
1996;10:34:32;1.221,40;3,4;0,037;S;07/07/2022
1995;10:34:29;1.221,30;3,3;0,006;B;07/07/2022
1994;10:34:28;1.221,40;3,4;0,061;S;07/07/2022
1993;10:34:26;1.221,40;3,4;0,115;B;07/07/2022
1992;10:34:24;1.221,30;3,3;0,043;B;07/07/2022
1991;10:34:22;1.221,40;3,4;0,183;S;07/07/2022
1990;10:34:20;1.221,40;3,4;0,019;S;07/07/2022
1989;10:34:18;1.221,40;3,4;0,33;S;07/07/2022
1988;10:34:12;1.221,20;3,2;0,124;B;07/07/2022
1987;10:34:06;1.221;3;0,114;S;07/07/2022
1986;10:34:04;1.221;3;0,079;S;07/07/2022
1985;10:34:02;1.221;3;0,196;S;07/07/2022
1984;10:34:00;1.220,70;2,7;0,008;B;07/07/2022
1983;10:33:58;1.220,80;2,8;0,031;S;07/07/2022
1982;10:33:55;1.220,70;2,7;0,022;S;07/07/2022
1981;10:33:53;1.220,60;2,6;0,002;B;07/07/2022
1980;10:33:51;1.220,60;2,6;0,014;B;07/07/2022
1979;10:33:49;1.220,60;2,6;0,06;S;07/07/2022
1978;10:33:47;1.220,40;2,4;0,029;S;07/07/2022
1977;10:33:46;1.220,30;2,3;0,007;B;07/07/2022
1976;10:33:44;1.220,30;2,3;0,006;B;07/07/2022
1975;10:33:42;1.220,30;2,3;0,055;S;07/07/2022
1974;10:33:40;1.220;2;0,025;B;07/07/2022
1973;10:33:38;1.220;2;0,117;B;07/07/2022
1972;10:33:36;1.220,20;2,2;0,005;S;07/07/2022
1971;10:33:34;1.220;2;0,113;B;07/07/2022
1970;10:33:32;1.220;2;0,01;B;07/07/2022
1969;10:33:30;1.220,20;2,2;0,153;S;07/07/2022
1968;10:33:28;1.220;2;0,007;B;07/07/2022
1967;10:33:26;1.220;2;0,023;B;07/07/2022
1966;10:33:23;1.220;2;0,014;S;07/07/2022
1965;10:33:21;1.220;2;0,011;S;07/07/2022
1964;10:33:19;1.220;2;0,019;S;07/07/2022
1963;10:33:18;1.220;2;0,011;B;07/07/2022
1962;10:33:15;1.220;2;0,044;B;07/07/2022
1961;10:33:13;1.220;2;0,045;S;07/07/2022
1960;10:33:11;1.219,90;1,9;0,032;B;07/07/2022
1959;10:33:10;1.219,90;1,9;0,007;B;07/07/2022
1958;10:33:08;1.220;2;0,006;S;07/07/2022
1957;10:33:06;1.219,90;1,9;0,028;S;07/07/2022
1956;10:33:04;1.220;2;0,189;S;07/07/2022
1955;10:33:02;1.220,10;2,1;0,004;B;07/07/2022
1954;10:33:00;1.220,10;2,1;0,016;S;07/07/2022
1953;10:32:58;1.220;2;0,157;B;07/07/2022
1952;10:32:52;1.220,10;2,1;0,037;B;07/07/2022
1951;10:32:50;1.220,20;2,2;0,009;B;07/07/2022
1950;10:32:46;1.220,10;2,1;0,074;B;07/07/2022
1949;10:32:41;1.220,20;2,2;0,059;B;07/07/2022
1948;10:32:37;1.220,40;2,4;0,131;B;07/07/2022
1947;10:32:34;1.220,60;2,6;0,081;B;07/07/2022
1946;10:32:30;1.220,70;2,7;0,039;S;07/07/2022
1945;10:32:26;1.220,70;2,7;0,02;S;07/07/2022
1944;10:32:22;1.220,60;2,6;0,029;B;07/07/2022
1943;10:32:20;1.220,60;2,6;0,012;B;07/07/2022
1942;10:32:18;1.220,60;2,6;0,097;B;07/07/2022
1941;10:32:12;1.220,60;2,6;0,028;B;07/07/2022
1940;10:32:07;1.220,60;2,6;0,029;B;07/07/2022
1939;10:32:06;1.220,60;2,6;0,005;B;07/07/2022
1938;10:32:03;1.220,60;2,6;0,008;B;07/07/2022
1937;10:32:02;1.220,60;2,6;0,004;S;07/07/2022
1936;10:32:00;1.220,50;2,5;0,092;S;07/07/2022
1935;10:31:58;1.220,50;2,5;0,111;S;07/07/2022
1934;10:31:56;1.220,70;2,7;0,01;S;07/07/2022
1933;10:31:54;1.220,50;2,5;0,005;S;07/07/2022
1932;10:31:52;1.220,50;2,5;0,015;S;07/07/2022
1931;10:31:50;1.220,50;2,5;0,014;B;07/07/2022
1930;10:31:48;1.220,80;2,8;0,122;S;07/07/2022
1929;10:31:46;1.220,50;2,5;0,009;S;07/07/2022
1928;10:31:44;1.220,40;2,4;0,01;B;07/07/2022
1927;10:31:42;1.220,30;2,3;0,011;B;07/07/2022
1926;10:31:40;1.220,50;2,5;0,023;B;07/07/2022
1925;10:31:37;1.220,50;2,5;0,145;B;07/07/2022
1924;10:31:34;1.220,50;2,5;0,193;S;07/07/2022
1923;10:31:27;1.220,30;2,3;0,087;B;07/07/2022
1922;10:31:24;1.220,20;2,2;0,001;B;07/07/2022
1921;10:31:22;1.220,20;2,2;0,009;S;07/07/2022
1920;10:31:18;1.220,40;2,4;0,253;S;07/07/2022
1919;10:31:12;1.220,50;2,5;0,136;B;07/07/2022
1918;10:31:06;1.220,50;2,5;0,137;B;07/07/2022
1917;10:31:02;1.220,60;2,6;0,117;B;07/07/2022
1916;10:30:58;1.220,80;2,8;0,022;B;07/07/2022
1915;10:30:56;1.220,90;2,9;0,062;S;07/07/2022
1914;10:30:54;1.221;3;0,198;S;07/07/2022
1913;10:30:50;1.221;3;0,261;B;07/07/2022
1912;10:30:44;1.221,20;3,2;0,15;S;07/07/2022
1911;10:30:38;1.221;3;0,11;B;07/07/2022
1910;10:30:34;1.221,10;3,1;0,068;B;07/07/2022
1909;10:30:28;1.220,90;2,9;0,111;S;07/07/2022
1908;10:30:26;1.220,90;2,9;0,02;S;07/07/2022
