Trading order;Time;Price;+/-;Volumn;Order;Date
4722;14:45:10;1.225;7;6,684;B;07/07/2022
4721;14:30:05;1.223,80;5,8;0,06;S;07/07/2022
4720;14:30:01;1.223,20;5,2;0,163;B;07/07/2022
4719;14:29:57;1.223,80;5,8;0,133;S;07/07/2022
4718;14:29:52;1.223,20;5,2;0,129;B;07/07/2022
4717;14:29:48;1.223,40;5,4;0,098;S;07/07/2022
4716;14:29:44;1.222,90;4,9;0,287;B;07/07/2022
4715;14:29:40;1.222,60;4,6;0,182;B;07/07/2022
4714;14:29:36;1.222,90;4,9;0,222;B;07/07/2022
4713;14:29:32;1.222,60;4,6;0,146;S;07/07/2022
4712;14:29:28;1.222,80;4,8;0,154;S;07/07/2022
4711;14:29:24;1.222,50;4,5;0,224;B;07/07/2022
4710;14:29:18;1.222,50;4,5;0,145;B;07/07/2022
4709;14:29:14;1.222,90;4,9;0,139;S;07/07/2022
4708;14:29:10;1.222,90;4,9;0,117;S;07/07/2022
4707;14:29:06;1.222,50;4,5;0,282;B;07/07/2022
4706;14:29:01;1.222,90;4,9;0,273;B;07/07/2022
4705;14:28:58;1.223;5;0,095;B;07/07/2022
4704;14:28:54;1.223;5;0,096;B;07/07/2022
4703;14:28:48;1.223,10;5,1;0,043;B;07/07/2022
4702;14:28:44;1.223,10;5,1;0,249;B;07/07/2022
4701;14:28:37;1.223,40;5,4;0,028;B;07/07/2022
4700;14:28:33;1.223,50;5,5;0,073;B;07/07/2022
4699;14:28:28;1.223,40;5,4;0,244;B;07/07/2022
4698;14:28:24;1.223,60;5,6;0,135;S;07/07/2022
4697;14:28:20;1.223,50;5,5;0,06;B;07/07/2022
4696;14:28:15;1.223,60;5,6;0,191;B;07/07/2022
4695;14:28:11;1.223,60;5,6;0,033;B;07/07/2022
4694;14:28:07;1.223,50;5,5;0,058;B;07/07/2022
4693;14:28:03;1.223,70;5,7;0,21;B;07/07/2022
4692;14:27:58;1.223,50;5,5;0,052;B;07/07/2022
4691;14:27:54;1.223,70;5,7;0,146;S;07/07/2022
4690;14:27:50;1.223,60;5,6;0,079;S;07/07/2022
4689;14:27:46;1.223,50;5,5;0,078;B;07/07/2022
4688;14:27:42;1.223,60;5,6;0,057;B;07/07/2022
4687;14:27:37;1.223,50;5,5;0,172;S;07/07/2022
4686;14:27:33;1.223,40;5,4;0,106;S;07/07/2022
4685;14:27:28;1.223,50;5,5;0,227;S;07/07/2022
4684;14:27:24;1.223;5;0,139;B;07/07/2022
4683;14:27:20;1.223;5;0,129;S;07/07/2022
4682;14:27:16;1.222,80;4,8;0,108;B;07/07/2022
4681;14:27:12;1.222,80;4,8;0,171;B;07/07/2022
4680;14:27:07;1.223,10;5,1;0,051;S;07/07/2022
4679;14:27:03;1.222,80;4,8;0,047;B;07/07/2022
4678;14:26:59;1.222,60;4,6;0,402;B;07/07/2022
4677;14:26:51;1.222,80;4,8;0,288;B;07/07/2022
4676;14:26:47;1.223,50;5,5;0,172;B;07/07/2022
4675;14:26:39;1.223,80;5,8;0,184;S;07/07/2022
4674;14:26:34;1.223,20;5,2;0,205;B;07/07/2022
4673;14:26:30;1.223,50;5,5;0,111;B;07/07/2022
4672;14:26:26;1.223,50;5,5;0,03;B;07/07/2022
4671;14:26:22;1.223,20;5,2;0,487;B;07/07/2022
4670;14:26:18;1.223,60;5,6;0,06;B;07/07/2022
4669;14:26:10;1.223,50;5,5;0,082;B;07/07/2022
4668;14:26:05;1.223,90;5,9;0,137;B;07/07/2022
4667;14:26:00;1.224,50;6,5;0,097;S;07/07/2022
4666;14:25:56;1.224;6;0,147;B;07/07/2022
4665;14:25:52;1.224,50;6,5;0,239;S;07/07/2022
4664;14:25:48;1.224,40;6,4;0,082;B;07/07/2022
4663;14:25:44;1.224,50;6,5;0,009;B;07/07/2022
4662;14:25:40;1.224,70;6,7;0,106;B;07/07/2022
4661;14:25:36;1.224,90;6,9;0,172;S;07/07/2022
4660;14:25:33;1.224,40;6,4;0,267;B;07/07/2022
4659;14:25:24;1.224,40;6,4;0,132;S;07/07/2022
4658;14:25:19;1.224;6;0,119;B;07/07/2022
4657;14:25:15;1.225;7;0,551;S;07/07/2022
4656;14:25:11;1.224,10;6,1;0,078;S;07/07/2022
4655;14:25:07;1.224,10;6,1;0,496;S;07/07/2022
4654;14:25:03;1.224,10;6,1;0,08;B;07/07/2022
4653;14:25:00;1.224,10;6,1;0,166;S;07/07/2022
4652;14:24:56;1.224,20;6,2;0,288;B;07/07/2022
4651;14:24:52;1.225;7;0,296;B;07/07/2022
4650;14:24:43;1.225;7;0,266;B;07/07/2022
4649;14:24:39;1.225,10;7,1;0,224;B;07/07/2022
4648;14:24:36;1.225,30;7,3;0,172;S;07/07/2022
4647;14:24:32;1.225,50;7,5;0,105;S;07/07/2022
4646;14:24:28;1.225,60;7,6;0,156;B;07/07/2022
4645;14:24:24;1.225,70;7,7;0,105;S;07/07/2022
4644;14:24:20;1.225,70;7,7;0,328;B;07/07/2022
4643;14:24:16;1.225,90;7,9;0,334;S;07/07/2022
4642;14:24:11;1.225,60;7,6;0,2;B;07/07/2022
4641;14:24:08;1.225,70;7,7;0,09;S;07/07/2022
4640;14:24:04;1.225,60;7,6;0,251;S;07/07/2022
4639;14:24:00;1.225,30;7,3;0,147;S;07/07/2022
4638;14:23:56;1.225,30;7,3;0,158;S;07/07/2022
4637;14:23:52;1.225;7;0,185;S;07/07/2022
4636;14:23:48;1.225;7;0,143;S;07/07/2022
4635;14:23:44;1.224,50;6,5;0,205;S;07/07/2022
4634;14:23:39;1.224,50;6,5;0,194;B;07/07/2022
4633;14:23:34;1.224,50;6,5;0,057;B;07/07/2022
4632;14:23:29;1.224,30;6,3;0,163;B;07/07/2022
4631;14:23:26;1.224,50;6,5;0,152;B;07/07/2022
4630;14:23:22;1.223,60;5,6;0,076;S;07/07/2022
4629;14:23:18;1.223,60;5,6;0,237;B;07/07/2022
4628;14:23:14;1.223,30;5,3;0,213;B;07/07/2022
4627;14:23:10;1.223,60;5,6;0,093;B;07/07/2022
4626;14:23:06;1.223,20;5,2;0,317;B;07/07/2022
4625;14:23:02;1.223,60;5,6;0,134;B;07/07/2022
4624;14:22:57;1.224,40;6,4;0,215;S;07/07/2022
4623;14:22:53;1.224,40;6,4;0,162;B;07/07/2022
4622;14:22:49;1.224,40;6,4;0,348;B;07/07/2022
4621;14:22:42;1.224,40;6,4;0,368;B;07/07/2022
4620;14:22:34;1.224,80;6,8;0,484;B;07/07/2022
4619;14:22:29;1.225,50;7,5;0,155;S;07/07/2022
4618;14:22:21;1.224,90;6,9;0,082;B;07/07/2022
4617;14:22:17;1.225,60;7,6;1,089;S;07/07/2022
4616;14:22:14;1.225,30;7,3;0,375;B;07/07/2022
4615;14:22:10;1.225,60;7,6;0,164;S;07/07/2022
4614;14:22:05;1.225;7;0,575;B;07/07/2022
4613;14:22:01;1.225,60;7,6;0,257;S;07/07/2022
4612;14:21:57;1.224,40;6,4;0,463;B;07/07/2022
4611;14:21:53;1.224,60;6,6;0,413;B;07/07/2022
4610;14:21:48;1.224,50;6,5;0,252;B;07/07/2022
4609;14:21:45;1.224,40;6,4;0,645;B;07/07/2022
4608;14:21:41;1.224,40;6,4;0,472;B;07/07/2022
4607;14:21:37;1.224,50;6,5;0,316;S;07/07/2022
4606;14:21:33;1.224,10;6,1;0,39;S;07/07/2022
4605;14:21:29;1.223,60;5,6;0,217;B;07/07/2022
4604;14:21:25;1.223,30;5,3;0,208;B;07/07/2022
4603;14:21:20;1.223,40;5,4;0,114;S;07/07/2022
4602;14:21:17;1.222,90;4,9;0,138;B;07/07/2022
4601;14:21:13;1.222,80;4,8;0,063;B;07/07/2022
4600;14:21:09;1.222,70;4,7;0,356;B;07/07/2022
4599;14:21:06;1.222,80;4,8;0,082;S;07/07/2022
4598;14:21:02;1.222,70;4,7;0,269;S;07/07/2022
4597;14:20:54;1.222,90;4,9;0,206;S;07/07/2022
4596;14:20:51;1.222,10;4,1;0,362;S;07/07/2022
4595;14:20:42;1.222,30;4,3;0,282;S;07/07/2022
4594;14:20:35;1.222;4;0,107;S;07/07/2022
4593;14:20:31;1.221,70;3,7;0,003;S;07/07/2022
4592;14:20:27;1.221,70;3,7;0,367;S;07/07/2022
4591;14:20:23;1.221;3;0,162;S;07/07/2022
4590;14:20:15;1.220,70;2,7;0,072;B;07/07/2022
4589;14:20:10;1.220,70;2,7;0,039;B;07/07/2022
4588;14:20:06;1.221;3;0,115;S;07/07/2022
4587;14:20:02;1.220,70;2,7;0,23;B;07/07/2022
4586;14:19:58;1.220,90;2,9;0,024;S;07/07/2022
4585;14:19:53;1.221;3;0,042;B;07/07/2022
4584;14:19:50;1.221;3;0,068;B;07/07/2022
4583;14:19:46;1.221,20;3,2;0,168;S;07/07/2022
4582;14:19:42;1.221;3;0,074;B;07/07/2022
4581;14:19:39;1.221,20;3,2;0,05;S;07/07/2022
4580;14:19:34;1.221;3;0,324;B;07/07/2022
4579;14:19:30;1.221,20;3,2;0,172;B;07/07/2022
4578;14:19:26;1.221;3;0,06;B;07/07/2022
4577;14:19:23;1.222;4;0,02;S;07/07/2022
4576;14:19:19;1.221,30;3,3;0,062;B;07/07/2022
4575;14:19:15;1.221,90;3,9;0,363;B;07/07/2022
4574;14:19:07;1.222;4;0,127;B;07/07/2022
4573;14:19:04;1.222,20;4,2;0,347;B;07/07/2022
4572;14:18:58;1.222,10;4,1;0,647;B;07/07/2022
4571;14:18:51;1.222,50;4,5;0,101;B;07/07/2022
4570;14:18:43;1.222,50;4,5;0,215;B;07/07/2022
4569;14:18:39;1.222,90;4,9;0,521;B;07/07/2022
4568;14:18:36;1.223;5;0,733;B;07/07/2022
4567;14:18:24;1.223;5;0,448;B;07/07/2022
4566;14:18:17;1.223;5;0,067;B;07/07/2022
4565;14:18:13;1.223;5;0,159;B;07/07/2022
4564;14:18:10;1.223,10;5,1;0,443;B;07/07/2022
4563;14:18:06;1.223,30;5,3;0,076;S;07/07/2022
4562;14:18:02;1.223,10;5,1;0,465;S;07/07/2022
4561;14:17:59;1.222,60;4,6;0,195;S;07/07/2022
4560;14:17:55;1.222,80;4,8;0,341;S;07/07/2022
4559;14:17:52;1.222,30;4,3;0,178;B;07/07/2022
4558;14:17:47;1.222,30;4,3;0,127;S;07/07/2022
4557;14:17:43;1.222,30;4,3;0,17;B;07/07/2022
4556;14:17:40;1.221,90;3,9;0,099;B;07/07/2022
4555;14:17:36;1.222;4;0,375;S;07/07/2022
4554;14:17:32;1.221,50;3,5;0,508;B;07/07/2022
4553;14:17:28;1.221,50;3,5;0,272;S;07/07/2022
4552;14:17:24;1.221,30;3,3;0,588;B;07/07/2022
4551;14:17:20;1.221,30;3,3;0,104;S;07/07/2022
4550;14:17:15;1.221,30;3,3;0,151;S;07/07/2022
4549;14:17:12;1.221;3;0,24;S;07/07/2022
4548;14:17:08;1.220,50;2,5;0,122;B;07/07/2022
4547;14:17:04;1.220,50;2,5;0,153;S;07/07/2022
4546;14:17:01;1.220,20;2,2;0,065;B;07/07/2022
4545;14:16:57;1.220,20;2,2;0,178;B;07/07/2022
4544;14:16:53;1.220;2;0,29;B;07/07/2022
4543;14:16:50;1.220,20;2,2;0,205;B;07/07/2022
4542;14:16:46;1.220,80;2,8;0,404;S;07/07/2022
4541;14:16:42;1.220,70;2,7;0,178;B;07/07/2022
4540;14:16:38;1.221,30;3,3;0,18;S;07/07/2022
4539;14:16:33;1.220,80;2,8;0,41;B;07/07/2022
4538;14:16:30;1.219,50;1,5;0,507;B;07/07/2022
4537;14:16:27;1.220,40;2,4;0,472;S;07/07/2022
4536;14:16:22;1.219,60;1,6;0,572;S;07/07/2022
4535;14:16:18;1.218;0;0,214;B;07/07/2022
4534;14:16:15;1.218;0;0,167;S;07/07/2022
4533;14:16:11;1.217,50;-0,5;0,099;S;07/07/2022
4532;14:16:06;1.217;-1;0,09;B;07/07/2022
4531;14:16:02;1.217,40;-0,6;0,105;S;07/07/2022
4530;14:15:58;1.217;-1;0,08;B;07/07/2022
4529;14:15:55;1.216,90;-1,1;0,062;B;07/07/2022
4528;14:15:51;1.217;-1;0,073;B;07/07/2022
4527;14:15:48;1.216,60;-1,4;0,221;B;07/07/2022
4526;14:15:44;1.217;-1;0,034;B;07/07/2022
4525;14:15:41;1.217;-1;0,069;B;07/07/2022
4524;14:15:37;1.217,30;-0,7;0,185;B;07/07/2022
4523;14:15:32;1.217,30;-0,7;0,159;B;07/07/2022
4522;14:15:29;1.217,30;-0,7;0,186;B;07/07/2022
4521;14:15:25;1.217,30;-0,7;0,05;S;07/07/2022
4520;14:15:22;1.217,30;-0,7;0,066;B;07/07/2022
4519;14:15:18;1.217,30;-0,7;0,06;S;07/07/2022
4518;14:15:15;1.217,30;-0,7;0,074;S;07/07/2022
4517;14:15:11;1.217,30;-0,7;0,141;B;07/07/2022
4516;14:15:07;1.217,80;-0,2;0,192;S;07/07/2022
4515;14:15:04;1.217,80;-0,2;0,174;S;07/07/2022
4514;14:14:59;1.216,40;-1,6;0,04;B;07/07/2022
4513;14:14:56;1.217,80;-0,2;0,128;S;07/07/2022
4512;14:14:52;1.216;-2;0,118;B;07/07/2022
4511;14:14:48;1.216;-2;0,154;B;07/07/2022
4510;14:14:41;1.216;-2;0,095;S;07/07/2022
4509;14:14:37;1.216;-2;0,058;S;07/07/2022
4508;14:14:33;1.216;-2;0,198;S;07/07/2022
4507;14:14:28;1.216;-2;0,209;S;07/07/2022
4506;14:14:20;1.216;-2;0,055;S;07/07/2022
4505;14:14:17;1.215,30;-2,7;0,666;B;07/07/2022
4504;14:14:10;1.215,30;-2,7;0,194;S;07/07/2022
4503;14:14:06;1.214,90;-3,1;0,262;B;07/07/2022
4502;14:14:03;1.215;-3;0,333;S;07/07/2022
4501;14:13:59;1.215;-3;0,675;B;07/07/2022
4500;14:13:55;1.215;-3;0,097;B;07/07/2022
4499;14:13:52;1.215;-3;1,04;B;07/07/2022
4498;14:13:47;1.216,20;-1,8;0,279;B;07/07/2022
4497;14:13:44;1.216;-2;0,687;B;07/07/2022
4496;14:13:40;1.216,60;-1,4;0,331;B;07/07/2022
4495;14:13:37;1.216,60;-1,4;0,107;B;07/07/2022
4494;14:13:33;1.216,80;-1,2;0,138;B;07/07/2022
4493;14:13:30;1.217;-1;0,16;S;07/07/2022
4492;14:13:26;1.217,20;-0,8;0,151;S;07/07/2022
4491;14:13:23;1.217,20;-0,8;0,103;S;07/07/2022
4490;14:13:19;1.217,10;-0,9;0,042;B;07/07/2022
4489;14:13:16;1.217,40;-0,6;0,611;S;07/07/2022
4488;14:13:07;1.217,70;-0,3;0,035;B;07/07/2022
4487;14:13:04;1.217,70;-0,3;0,137;B;07/07/2022
4486;14:13:00;1.217,80;-0,2;0,072;B;07/07/2022
4485;14:12:53;1.218;0;0,025;S;07/07/2022
4484;14:12:49;1.218;0;0,124;B;07/07/2022
4483;14:12:46;1.218,20;0,2;0,153;S;07/07/2022
4482;14:12:37;1.218,10;0,1;0,03;B;07/07/2022
4481;14:12:34;1.218,10;0,1;0,052;B;07/07/2022
4480;14:12:30;1.218;0;0,135;B;07/07/2022
4479;14:12:23;1.218,40;0,4;0,006;S;07/07/2022
4478;14:12:20;1.218,40;0,4;0,074;S;07/07/2022
4477;14:12:16;1.218,60;0,6;0,061;S;07/07/2022
4476;14:12:13;1.218,50;0,5;0,024;B;07/07/2022
4475;14:12:10;1.218,60;0,6;0,066;B;07/07/2022
4474;14:12:06;1.218,60;0,6;0,022;B;07/07/2022
4473;14:12:03;1.218,60;0,6;0,027;B;07/07/2022
4472;14:11:58;1.218,70;0,7;0,111;S;07/07/2022
4471;14:11:55;1.218;0;0,154;S;07/07/2022
4470;14:11:51;1.218,90;0,9;0,013;S;07/07/2022
4469;14:11:48;1.218,20;0,2;0,089;B;07/07/2022
4468;14:11:44;1.218,20;0,2;0,082;B;07/07/2022
4467;14:11:40;1.218,20;0,2;0,269;B;07/07/2022
4466;14:11:33;1.218,20;0,2;0,17;S;07/07/2022
4465;14:11:30;1.217,90;-0,1;0,188;B;07/07/2022
4464;14:11:25;1.217,50;-0,5;0,065;S;07/07/2022
4463;14:11:22;1.217,20;-0,8;0,026;B;07/07/2022
4462;14:11:19;1.217,20;-0,8;0,166;S;07/07/2022
4461;14:11:15;1.217,20;-0,8;0,176;S;07/07/2022
4460;14:11:11;1.217,20;-0,8;0,186;S;07/07/2022
4459;14:11:08;1.217,30;-0,7;0,094;S;07/07/2022
4458;14:11:04;1.217,10;-0,9;0,085;B;07/07/2022
4457;14:11:01;1.217,20;-0,8;0,143;B;07/07/2022
4456;14:10:57;1.217;-1;0,075;B;07/07/2022
4455;14:10:54;1.217,30;-0,7;0,144;B;07/07/2022
4454;14:10:49;1.217,20;-0,8;0,179;B;07/07/2022
4453;14:10:46;1.217,50;-0,5;0,168;S;07/07/2022
4452;14:10:42;1.217,10;-0,9;0,289;B;07/07/2022
4451;14:10:39;1.217,60;-0,4;0,207;S;07/07/2022
4450;14:10:35;1.217,50;-0,5;0,24;S;07/07/2022
4449;14:10:32;1.217,60;-0,4;0,128;B;07/07/2022
4448;14:10:28;1.217,50;-0,5;0,197;S;07/07/2022
4447;14:10:25;1.217,70;-0,3;0,213;S;07/07/2022
4446;14:10:21;1.217,10;-0,9;0,612;B;07/07/2022
4445;14:10:17;1.218;0;0,196;S;07/07/2022
4444;14:10:13;1.217,50;-0,5;0,5;B;07/07/2022
4443;14:10:10;1.218,30;0,3;0,058;S;07/07/2022
4442;14:10:06;1.218;0;0,497;B;07/07/2022
4441;14:10:02;1.218,80;0,8;0,038;B;07/07/2022
4440;14:09:59;1.218,90;0,9;0,154;B;07/07/2022
4439;14:09:55;1.219,20;1,2;0,144;B;07/07/2022
4438;14:09:51;1.219,20;1,2;0,136;B;07/07/2022
4437;14:09:48;1.219,40;1,4;0,108;S;07/07/2022
4436;14:09:44;1.219,50;1,5;0,07;S;07/07/2022
4435;14:09:40;1.219,20;1,2;0,13;B;07/07/2022
4434;14:09:36;1.219,60;1,6;0,284;S;07/07/2022
4433;14:09:33;1.219,50;1,5;0,148;B;07/07/2022
4432;14:09:29;1.219,60;1,6;0,107;S;07/07/2022
4431;14:09:26;1.219,60;1,6;0,058;B;07/07/2022
4430;14:09:22;1.219,60;1,6;0,189;B;07/07/2022
4429;14:09:19;1.219,60;1,6;0,139;B;07/07/2022
4428;14:09:15;1.219,70;1,7;0,171;B;07/07/2022
4427;14:09:12;1.219,70;1,7;0,161;B;07/07/2022
4426;14:09:08;1.219,70;1,7;0,057;B;07/07/2022
4425;14:09:04;1.219,80;1,8;0,036;B;07/07/2022
4424;14:09:01;1.219,90;1,9;0,159;B;07/07/2022
4423;14:08:57;1.220;2;0,088;B;07/07/2022
4422;14:08:54;1.220,10;2,1;0,044;B;07/07/2022
4421;14:08:50;1.220,40;2,4;0,058;B;07/07/2022
4420;14:08:47;1.220,90;2,9;0,036;B;07/07/2022
4419;14:08:43;1.220,90;2,9;0,104;S;07/07/2022
4418;14:08:39;1.220,90;2,9;0,044;S;07/07/2022
4417;14:08:36;1.220,90;2,9;0,051;B;07/07/2022
4416;14:08:28;1.221;3;0,159;S;07/07/2022
4415;14:08:25;1.220,70;2,7;0,02;B;07/07/2022
4414;14:08:21;1.221;3;0,018;S;07/07/2022
4413;14:08:18;1.220,90;2,9;0,015;S;07/07/2022
4412;14:08:15;1.220,90;2,9;0,028;S;07/07/2022
4411;14:08:11;1.220,80;2,8;0,026;S;07/07/2022
4410;14:08:08;1.220,80;2,8;0,037;B;07/07/2022
4409;14:08:04;1.220,80;2,8;0,035;B;07/07/2022
4408;14:08:00;1.220,80;2,8;0,013;B;07/07/2022
4407;14:07:56;1.220,90;2,9;0,018;S;07/07/2022
4406;14:07:53;1.220,80;2,8;0,038;B;07/07/2022
4405;14:07:49;1.221;3;0,062;B;07/07/2022
4404;14:07:45;1.220,70;2,7;0,057;B;07/07/2022
4403;14:07:42;1.221;3;0,109;S;07/07/2022
4402;14:07:38;1.220,70;2,7;0,069;B;07/07/2022
4401;14:07:35;1.220,80;2,8;0,048;S;07/07/2022
4400;14:07:32;1.220,70;2,7;0,124;S;07/07/2022
4399;14:07:28;1.220,70;2,7;0,042;S;07/07/2022
4398;14:07:24;1.220,70;2,7;0,072;S;07/07/2022
4397;14:07:20;1.220,50;2,5;0,022;S;07/07/2022
4396;14:07:16;1.220,50;2,5;0,257;S;07/07/2022
4395;14:07:12;1.220,30;2,3;0,05;S;07/07/2022
4394;14:07:09;1.220,30;2,3;0,033;S;07/07/2022
4393;14:07:05;1.220,10;2,1;0,044;B;07/07/2022
4392;14:07:02;1.220,20;2,2;0,026;S;07/07/2022
4391;14:06:55;1.220,10;2,1;0,063;B;07/07/2022
4390;14:06:50;1.220;2;0,036;B;07/07/2022
4389;14:06:46;1.220,20;2,2;0,176;B;07/07/2022
4388;14:06:42;1.220,10;2,1;0,221;B;07/07/2022
4387;14:06:35;1.220,20;2,2;0,089;B;07/07/2022
4386;14:06:31;1.220,20;2,2;0,009;B;07/07/2022
4385;14:06:28;1.220,30;2,3;0,104;S;07/07/2022
4384;14:06:25;1.220,30;2,3;0,369;B;07/07/2022
4383;14:06:21;1.220,70;2,7;0,226;S;07/07/2022
4382;14:06:17;1.220,40;2,4;0,117;S;07/07/2022
4381;14:06:09;1.219,60;1,6;0,255;B;07/07/2022
4380;14:06:06;1.220;2;0,1;S;07/07/2022
4379;14:06:02;1.219,80;1,8;0,101;B;07/07/2022
4378;14:05:58;1.219,50;1,5;0,188;B;07/07/2022
4377;14:05:54;1.219,60;1,6;0,149;B;07/07/2022
4376;14:05:51;1.219,50;1,5;0,023;B;07/07/2022
4375;14:05:47;1.220;2;0,181;S;07/07/2022
4374;14:05:44;1.220,30;2,3;0,157;S;07/07/2022
4373;14:05:41;1.220;2;0,277;S;07/07/2022
4372;14:05:37;1.220,10;2,1;0,286;S;07/07/2022
4371;14:05:33;1.220,60;2,6;0,102;S;07/07/2022
4370;14:05:30;1.220,30;2,3;0,037;B;07/07/2022
4369;14:05:26;1.220,60;2,6;0,244;S;07/07/2022
4368;14:05:19;1.221;3;0,097;S;07/07/2022
4367;14:05:15;1.221;3;0,175;B;07/07/2022
4366;14:05:11;1.221,20;3,2;0,097;S;07/07/2022
4365;14:05:08;1.221,10;3,1;0,026;S;07/07/2022
4364;14:05:05;1.221,30;3,3;0,067;S;07/07/2022
4363;14:05:01;1.221,30;3,3;0,002;S;07/07/2022
4362;14:04:57;1.221,30;3,3;0,012;S;07/07/2022
4361;14:04:53;1.221,10;3,1;0,026;B;07/07/2022
4360;14:04:50;1.221,20;3,2;0,035;B;07/07/2022
4359;14:04:47;1.221,10;3,1;0,099;B;07/07/2022
4358;14:04:44;1.221,10;3,1;0,02;B;07/07/2022
4357;14:04:40;1.221;3;0,069;B;07/07/2022
4356;14:04:37;1.221,10;3,1;0,076;B;07/07/2022
4355;14:04:33;1.221;3;0,042;B;07/07/2022
4354;14:04:30;1.221;3;0,127;S;07/07/2022
4353;14:04:26;1.221;3;0,035;S;07/07/2022
4352;14:04:21;1.221;3;0,057;S;07/07/2022
4351;14:04:18;1.221;3;0,076;S;07/07/2022
4350;14:04:15;1.220,80;2,8;0,039;B;07/07/2022
4349;14:04:11;1.221;3;0,126;B;07/07/2022
4348;14:04:08;1.220,70;2,7;0,13;B;07/07/2022
4347;14:04:05;1.220,80;2,8;0,045;B;07/07/2022
4346;14:04:01;1.220,80;2,8;0,186;B;07/07/2022
4345;14:03:58;1.220,80;2,8;0,069;S;07/07/2022
4344;14:03:55;1.220,70;2,7;0,097;B;07/07/2022
4343;14:03:51;1.221,30;3,3;0,076;S;07/07/2022
4342;14:03:48;1.221;3;0,151;B;07/07/2022
4341;14:03:44;1.221,40;3,4;0,08;B;07/07/2022
4340;14:03:39;1.221,40;3,4;0,073;S;07/07/2022
4339;14:03:36;1.221,40;3,4;0,026;B;07/07/2022
4338;14:03:32;1.221,60;3,6;0,055;B;07/07/2022
4337;14:03:29;1.221,70;3,7;0,067;S;07/07/2022
4336;14:03:26;1.221,60;3,6;0,012;B;07/07/2022
4335;14:03:23;1.221,50;3,5;0,018;B;07/07/2022
4334;14:03:19;1.221,80;3,8;0,017;S;07/07/2022
4333;14:03:16;1.221,50;3,5;0,119;S;07/07/2022
4332;14:03:13;1.221,30;3,3;0,176;S;07/07/2022
4331;14:03:09;1.221,80;3,8;0,073;B;07/07/2022
4330;14:03:01;1.221,30;3,3;0,137;B;07/07/2022
4329;14:02:58;1.221,80;3,8;0,354;S;07/07/2022
4328;14:02:51;1.221,70;3,7;0,075;S;07/07/2022
4327;14:02:47;1.221,50;3,5;0,065;B;07/07/2022
4326;14:02:44;1.221,70;3,7;0,225;S;07/07/2022
4325;14:02:37;1.221,50;3,5;0,095;B;07/07/2022
4324;14:02:34;1.221,60;3,6;0,137;B;07/07/2022
4323;14:02:29;1.221,40;3,4;0,086;B;07/07/2022
4322;14:02:23;1.221,70;3,7;0,02;S;07/07/2022
4321;14:02:20;1.221,80;3,8;0,1;S;07/07/2022
4320;14:02:16;1.221,70;3,7;0,159;S;07/07/2022
4319;14:02:13;1.221,80;3,8;0,08;B;07/07/2022
4318;14:02:09;1.221,70;3,7;0,085;B;07/07/2022
4317;14:02:05;1.221,80;3,8;0,105;B;07/07/2022
4316;14:02:02;1.222;4;0,076;S;07/07/2022
4315;14:01:59;1.221,80;3,8;0,088;B;07/07/2022
4314;14:01:56;1.222;4;0,137;S;07/07/2022
4313;14:01:52;1.222;4;0,068;B;07/07/2022
4312;14:01:48;1.222;4;0,168;B;07/07/2022
4311;14:01:45;1.222,20;4,2;0,167;B;07/07/2022
4310;14:01:42;1.222,50;4,5;0,234;B;07/07/2022
4309;14:01:35;1.222,50;4,5;0,117;B;07/07/2022
4308;14:01:32;1.222,50;4,5;0,129;B;07/07/2022
4307;14:01:28;1.222,50;4,5;0,079;B;07/07/2022
4306;14:01:24;1.222,70;4,7;0,08;S;07/07/2022
4305;14:01:17;1.222,50;4,5;0,126;B;07/07/2022
4304;14:01:13;1.222,80;4,8;0,018;S;07/07/2022
4303;14:01:10;1.222,80;4,8;0,066;S;07/07/2022
4302;14:01:06;1.222,50;4,5;0,792;B;07/07/2022
4301;14:00:59;1.222,80;4,8;0,421;B;07/07/2022
4300;14:00:53;1.223;5;0,164;B;07/07/2022
4299;14:00:48;1.222,80;4,8;0,199;B;07/07/2022
4298;14:00:45;1.223;5;0,421;B;07/07/2022
4297;14:00:38;1.223;5;0,655;B;07/07/2022
4296;14:00:35;1.222,50;4,5;0,351;B;07/07/2022
4295;14:00:31;1.222,80;4,8;0,263;B;07/07/2022
4294;14:00:28;1.222,80;4,8;0,546;S;07/07/2022
4293;14:00:24;1.222,30;4,3;0,801;S;07/07/2022
4292;14:00:17;1.221,80;3,8;0,187;S;07/07/2022
4291;14:00:13;1.221,70;3,7;0,21;S;07/07/2022
4290;14:00:09;1.221,50;3,5;0,339;S;07/07/2022
4289;14:00:02;1.221,30;3,3;0,157;B;07/07/2022
4288;13:59:59;1.221,50;3,5;0,142;S;07/07/2022
4287;13:59:56;1.221,10;3,1;0,1;B;07/07/2022
4286;13:59:53;1.221,30;3,3;0,141;S;07/07/2022
4285;13:59:50;1.221,10;3,1;0,109;S;07/07/2022
4284;13:59:46;1.220,70;2,7;0,156;S;07/07/2022
4283;13:59:42;1.220,50;2,5;0,201;B;07/07/2022
4282;13:59:39;1.220,60;2,6;0,073;S;07/07/2022
4281;13:59:35;1.220,50;2,5;0,029;B;07/07/2022
4280;13:59:32;1.220,70;2,7;0,096;S;07/07/2022
4279;13:59:28;1.220,60;2,6;0,044;B;07/07/2022
